Time, W_CPU, W_MEM, D_CPU, D_MEM
269,23.1,3075653632.0,0.2,106315776.0
270,11.7,3075915776.0,0.2,90365952.0
271,17.5,3084771328.0,0.3,90365952.0
272,13.2,3092865024.0,0.3,90365952.0
273,28.7,3105120256.0,0.3,90365952.0
274,17.5,3105406976.0,0.1,90365952.0
275,14.7,3105665024.0,0.1,90365952.0
276,11.7,3105927168.0,0.3,90365952.0
277,22.1,3108298752.0,0.2,90365952.0
278,15.8,3108610048.0,0.2,90365952.0
279,17.2,3108909056.0,0.3,105738240.0
280,14.3,3109249024.0,0.1,90365952.0
281,22.3,3118710784.0,0.2,106442752.0
282,12.5,3119407104.0,0.2,90365952.0
283,16.2,3119742976.0,0.2,106442752.0
284,13.1,3120054272.0,0.3,90365952.0
285,18.2,3125559296.0,0.1,90365952.0
286,22.5,3125915648.0,0.3,106639360.0
287,16.8,3126190080.0,0.3,105758720.0
288,11.4,3126693888.0,0.3,93016064.0
289,18.1,3132424192.0,0.1,93016064.0
290,23.6,3132743680.0,0.3,93016064.0
291,15.6,3133034496.0,0.1,93016064.0
292,20.1,3133403136.0,0.3,93016064.0
293,16.2,3133693952.0,0.2,93016064.0
294,17.1,3133960192.0,0.3,93016064.0
295,15.8,3134308352.0,0.1,93016064.0
296,14.5,3134664704.0,0.3,93016064.0
297,14.1,3134935040.0,0.3,93016064.0
298,19.9,3143180288.0,0.1,93016064.0
299,8.7,3155623936.0,0.1,93016064.0
