Wed Feb 28 11:14:19 2018    ../cProfile_results/111010001001111010/cProfile.log

         394327158 function calls (381660283 primitive calls) in 718.862 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    70975    0.550    0.000    1.051    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:912(_combine_cmd_params)
  880/110    0.548    0.001    3.154    0.029 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:33(visit)
     6827    0.530    0.000   59.394    0.009 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1387(prefetch_related_objects)
  1025497    0.524    0.000    0.524    0.000 <builtin>/2.7/_weakrefset.py:70(__contains__)
  6620680    0.512    0.000    0.512    0.000 {method 'update' of 'HASH' objects}
  3722712    0.505    0.000    0.505    0.000 {binascii.b2a_hex}
464656/83249    0.492    0.000    1.455    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:236(__encode)
   847540    0.491    0.000    0.491    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:250(get_meta)
   428459    0.490    0.000    0.857    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:749(demote_joins)
    15744    0.489    0.000   14.494    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:553(get_prefetch_queryset)
   933677    0.487    0.000    1.965    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:600(get_foreign_related_value)
   278600    0.483    0.000    2.677    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:559(from_db)
  2593551    0.481    0.000    0.481    0.000 {method 'rstrip' of 'str' objects}
   959067    0.476    0.000    0.799    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:514(__new__)
    68194    0.472    0.000    6.704    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:165(get_select)
   480997    0.459    0.000    0.510    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:61(join)
   645264    0.456    0.000    1.322    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:661(get_path_info)
    37618    0.453    0.000    1.231    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py:337(_reverse_with_prefix)
   223100    0.451    0.000    0.451    0.000 {method 'lower' of 'unicode' objects}
     7338    0.450    0.000   10.181    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:225(bind_template)
215623/212836    0.446    0.000   30.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1232(_add_q)
  3309341    0.443    0.000    0.514    0.000 {method 'extend' of 'list' objects}
     6253    0.438    0.000    0.502    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/reader.py:107(_find_address_in_tree)
   212629    0.435    0.000   33.202    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:791(filter)
   216686    0.432    0.000    0.622    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:975(prepare_lookup_value)
  3058764    0.430    0.000    0.840    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:630(_get_pk_val)
685304/139109    0.429    0.000    0.902    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:970(get_nodes_by_type)
81169/80839    0.428    0.000    3.583    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:154(as_sql)
318903/87542    0.428    0.000    1.567    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:77(_decode_pointer)
    67029    0.424    0.000    1.324    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:764(get_converters)
   212836    0.423    0.000   30.755    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1214(add_q)
    75814    0.408    0.000    1.123    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene/types/objecttype.py:68(__init__)
   122441    0.408    0.000    0.845    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/extras.py:673(parse)
    16881    0.402    0.000    0.667    0.000 {method 'read' of '_io.TextIOWrapper' objects}
30334/6253    0.400    0.000    0.866    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py:264(resolve)
    62572    0.398    0.000    6.686    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:529(_apply_rel_filters)
   475860    0.391    0.000    0.523    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:165(enter)
   487006    0.390    0.000    0.547    0.000 {method 'sub' of 'SRE_Pattern' objects}
    37618    0.389    0.000    2.156    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/base.py:30(reverse)
  1358580    0.388    0.000    1.320    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:303(do_translate)
     2711    0.387    0.000    4.012    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:861(_save_table)
    58295    0.385    0.000    0.385    0.000 {_pypyjson.loads}
234381/65570    0.382    0.000  159.328    0.002 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/_functools.py:42(__call__)
   233638    0.381    0.000    0.675    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:329(normpath)
842501/10    0.380    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
    68194    0.375    0.000    9.857    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:40(pre_sql_setup)
   113485    0.372    0.000    1.301    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1060(build_lookup)
    15771    0.370    0.000    0.743    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:423(tokenize)
   435303    0.369    0.000    0.638    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py:597(update)
    42905    0.366    0.000   20.301    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/base.py:17(get_template)
    81169    0.361    0.000    2.329    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:144(process_lhs)
   216686    0.359    0.000    0.602    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1041(check_related_objects)
    70974    0.359    0.000   21.138    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/utils.py:76(execute)
   346479    0.358    0.000    7.142    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:783(results_iter)
   216686    0.357    0.000    2.411    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:17(__init__)
   435180    0.355    0.000    1.006    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/datastructures.py:45(__init__)
81678/8187    0.350    0.000    1.042    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:1000(get_nodes_by_type)
    13447    0.348    0.000    5.090    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:832(get_prefetch_queryset)
301546/297133    0.346    0.000    0.567    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py:133(clone)
   259376    0.341    0.000    1.398    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:98(format_html)
470250/447370    0.340    0.000    0.937    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:170(leave)
  1789737    0.337    0.000    0.516    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/safestring.py:120(mark_safe)
   240282    0.333    0.000    1.064    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:953(get_col)
   195686    0.331    0.000    0.514    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:146(get_queryset)
    68194    0.329    0.000    1.689    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:229(get_order_by)
   899388    0.328    0.000    1.841    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py:25(sort_key)
   322144    0.321    0.000    0.417    0.000 {method 'format' of 'unicode' objects}
   215623    0.321    0.000    1.286    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:2030(update_join_types)
476879/236289    0.316    0.000    0.874    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:32(__get__)
   318216    0.310    0.000    2.286    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:356(split_contents)
71513/69659    0.303    0.000    4.346    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py:63(as_sql)
    70974    0.302    0.000    0.416    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py:86(_quote_params)
   325008    0.301    0.000    0.912    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1546(_setup_prefix)
   113485    0.291    0.000    0.342    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:135(_get_lookup)
    15679    0.289    0.000    0.405    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1291(__truediv__)
    73472    0.289    0.000    1.039    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:88(get_prep_lookup)
    82172    0.283    0.000    1.087    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py:248(parse_bits)
  2843113    0.282    0.000    0.282    0.000 {method 'group' of 'SRE_Match' objects}
  1369851    0.281    0.000    0.281    0.000 {method 'copy' of 'dict' objects}
     6253    0.278    0.000  227.244    0.036 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/wsgi.py:268(__call__)
  4281830    0.278    0.000    0.390    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:595(<genexpr>)
   134975    0.276    0.000    3.145    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:1020(render_value_in_context)
92082/90582    0.276    0.000    7.359    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:1042(render)
   132843    0.275    0.000    7.081    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:546(get_queryset)
   216686    0.272    0.000    0.272    0.000 {method 'union' of 'set' objects}
    68194    0.271    0.000    7.016    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:34(setup_query)
     7289    0.268    0.000    1.322    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:122(get_prefetch_queryset)
   294038    0.266    0.000    2.183    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1071(_clone)
    14336    0.261    0.000    0.471    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/cache.py:234(patch_vary_headers)
   310207    0.260    0.000    0.809    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:870(get_initial_alias)
   700147    0.259    0.000    0.377    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/postgresql/operations.py:100(quote_name)
2704/1050    0.258    0.000    0.584    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:624(get_related_selections)
  1054379    0.257    0.000    0.407    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:533(extend_nodelist)
   174556    0.256    0.000    0.256    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1441(<dictcomp>)
249663/249565    0.256    0.000    0.267    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:70(__getitem__)
     2711    0.256    0.000    8.042    0.003 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:718(save)
    21700    0.255    0.000    1.963    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py:567(apply)
     6253    0.255    0.000    0.544    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:367(write)
   231361    0.253    0.000    0.253    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py:215(__getitem__)
   124260    0.251    0.000    4.204    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:1231(cursor_iter)
   598386    0.250    0.000    0.425    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/conf/__init__.py:51(__getattr__)
   244170    0.249    0.000    6.643    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:289(modifier_for_product)
   113485    0.248    0.000    0.602    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:150(get_lookup)
38051/11837    0.248    0.000    0.673    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:285(__encode_dict)
   790544    0.247    0.000   12.691    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:825(get_queryset)
  2641266    0.247    0.000    0.247    0.000 {id}
    58295    0.246    0.000    0.837    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py:23(_load_assets)
   653502    0.246    0.000    0.330    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py:83(add)
     6253    0.245    0.000  223.843    0.036 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/handlers/base.py:119(get_response)
   334036    0.244    0.000    0.325    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/eggs.py:47(get_template_sources)
   198625    0.244    0.000    0.601    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:774(apply_converters)
   496131    0.243    0.000    0.867    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:667(get_db_converters)
  1162942    0.242    0.000    0.242    0.000 {method 'split' of 'str' objects}
    68194    0.241    0.000    0.784    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:590(get_from_clause)
   184061    0.236    0.000    0.236    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/re.py:230(_compile)
55125/36386    0.234    0.000    6.377    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:882(do_if)
    18735    0.233    0.000  230.205    0.012 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py:153(_read_message)
   435180    0.232    0.000    0.626    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:625(get_joining_columns)
36779/35865    0.230    0.000   15.065    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:84(manager_method)
