110100011011111101,6988,151,49,587,509,227,144,477,667,487,862,184,154,4498
100001111100001111,1044,189,98,826,545,297,185,744,911,651,1178,256,215,6095
010000011001110100,3932,141,46,494,326,152,148,360,505,405,669,125,138,3509
110100011011101101,6766,87,43,370,186,99,109,259,339,249,462,84,95,2382
111010001001101010,11042,33,38,271,92,55,68,116,147,102,228,58,50,1258
010001000110010011,5358,127,54,533,279,123,127,343,426,303,559,114,143,3131
110111001000111011,13718,33,21,226,102,50,64,113,165,108,191,39,51,1163
010000000010000110,1476,174,60,562,382,163,153,448,570,442,743,144,166,4007
111001111110000011,9490,56,28,288,137,65,82,155,212,142,310,66,85,1626
110110101001101000,12656,33,23,240,94,56,67,100,131,94,205,37,53,1133
100001110000001010,5110,70,39,415,188,87,99,226,267,205,411,89,103,2199
110010000100000001,8596,50,33,290,128,66,86,170,236,153,334,72,81,1699
010001111110001010,5750,131,54,588,275,125,110,323,398,282,575,115,122,3098
111000010001110101,6942,97,34,431,177,114,106,293,359,268,500,96,106,2581
000001101010010110,1358,160,78,596,376,184,146,473,579,427,749,163,161,4092
111010110001110011,10178,43,29,243,104,57,74,133,174,122,245,48,60,1332
110111000001101011,12876,34,26,330,101,49,71,121,157,107,232,42,58,1328
110000010001110101,5834,107,38,449,187,107,114,294,386,272,499,99,114,2666
010001001001101010,5300,72,40,400,185,95,91,218,276,199,357,89,93,2115
100011010110110100,8223,88,35,391,172,101,95,261,346,252,444,69,85,2339
000100000100001100,3652,122,56,557,270,143,123,369,436,323,583,127,126,3235
110000101110011011,9418,41,29,288,109,58,64,132,173,118,271,52,65,1400
010001101001111010,6297,64,36,351,145,82,82,194,249,173,334,66,74,1850
110111001001111011,13703,54,35,247,99,47,74,122,180,118,221,48,54,1299
001010101110011001,6535,93,47,466,219,130,118,312,416,273,519,129,120,2842
110010000100011011,8893,39,33,385,106,54,71,147,174,122,239,49,66,1485
110010000101111011,10722,42,26,261,91,49,65,133,177,121,242,36,53,1296
110010000100111011,10503,37,28,244,86,52,60,125,169,134,234,42,55,1266
110111100001100101,7152,102,41,490,311,133,121,337,445,334,625,124,118,3181
101001011000001000,6777,64,40,378,181,81,92,211,249,185,425,74,94,2074
111101111000100101,7339,96,42,496,283,135,116,345,437,305,653,114,110,3132
101010011010100110,2820,116,57,506,297,145,128,369,459,321,621,125,129,3273
100010101001101010,7669,45,27,234,111,63,66,129,171,120,236,54,62,1318
011001111110000000,7254,97,50,407,235,116,118,296,363,274,525,116,123,2720
011010110011111000,8813,45,29,288,154,87,73,155,217,155,290,59,69,1621
101101111010000001,9099,61,37,338,165,74,88,191,239,176,380,77,86,1912
111011011011110101,7844,87,36,354,178,105,108,264,353,248,465,88,102,2388
110111110001101011,12803,39,37,232,101,46,60,109,137,95,224,36,58,1174
110000101000111000,10081,41,30,238,112,61,65,134,177,121,240,49,60,1328
101001011000101000,8620,42,35,273,127,64,72,143,174,121,237,51,71,1410
100001100101001001,7339,86,42,454,206,104,109,246,325,227,486,108,106,2499
001111010111011111,1368,310,224,1507,752,420,270,997,1333,1067,1584,375,343,9182
